id,fulltext,label
734,@TokopediaCare mantap #SahabatTerbaikToppers #TokopediaCareAlwaysCare @me_idy @Isnanjuliyanto @Angga_Franiko,positif
735,"Pelayanan yg care beneran.
From this to this ketika DM-an dgn @TokopediaCare
Admin responsif &amp; bisa memberikan solusi tanpa basa-basi. Ngga ada cerita mesti nunggu lama deh. Di DM atau di aplikasi Tokopedia, adminnya gercep. Terbaik
#TokopediaCareAlwaysCare #SahabatTerbaikToppers https://t.co/wgPudu28Fx",positif
736,"@TokopediaCare Bingung, kontak @TokopediaCare ya makin bingung! Soalnya gak nyambung blassss..... lama2 cuma nge-spam jawaban copy paste. Even worse than a robot gaes!",negatif
737,"@TokopediaCare Aku bangett..
Kalo bingung sedikit di app tokped sukak bgt DM @tokopediacare soalnya miminnya fast respon bgt 😭👍🏻",positif
738,"@TokopediaCare min, info dong, bebas ongkir tokped nominal maxnya berapa ya sekarang? Dulu kan up to 40ribu 🤔",netral
739,"@TokopediaCare Akun saya tidak bisa menggunakan kode promo² yang ada, selanjutnya saya konsultasikan kepada @TokopediaCare . Kesan sangat positif, para mimin siap siaga memberikan pelayanan prima yg cepat tanggap disertai bahasa yang sopan. Nice! #TokopediaCareAlwaysCare #SahabatTerbaikToppers https://t.co/RdnU9oqVfX",positif
740,"@TokopediaCare usul utk aplikasi androidnya. Utk notifikasi tambahin opsi utk ""tandai semua sudah dibaca"" seperti versi sebelumnya dong.  Dan menurut saya akses utk cari transaksi yg sedang berlangsung lebih gak nyaman. Mending versi sebelumnya. Tq",negatif
741,Barang Di Cancel Seller? Atauu ada masalah lain di aplikasi Tokopedia? Tenang ajaa Ada @TokopediaCare Loh! Tenang selama Ada Tokopedia Care semua masalah Berbelanja Aman👌#TokopediaCareAlwaysCare #SahabatTerbaikToppers https://t.co/dlaLnT8JDV,positif
742,"@TokopediaCare min cara cek status "" menunggu pembayaran"" dimana y , td belum sempet simpen nomer VA",netral
743,"Mau bayar tagihan @BPJSKesehatanRI bln Maret 2022lewat @TokopediaCare gagal. Padahal biasanya lancar. Keterangannya nomor salah. Padahal udah disimpan difavoritenya @tokopedia. 2 nomor keanggotaan bisa salah semua ?

Sdg ada maintenance ?",negatif
744,Hi @TokopediaCare terima kasih akhirnya dana sy sudah diproses pengembaliannya.,positif
745,"@TokopediaCare 
INV/20210226/XXI/II/764193407 dan INV/20210225/XXI/II/763039207 bisa tolong jelaskan mengapa saya tidak mendapat benefit cashback ya?",negatif
746,"@rabbani_proke Hallo admin Yang BUDIMAN 😊 . Saya adalah Driver Gojek , Korban dari Keteledoran Admin Rabbani Official @tokopedia @TokopediaCare . Dapat Order dari Jam 11:45 , sampe 16:12 Gaada itikad baik ☺️ , Pernah terpikir Sebagai Produsend Produk muslim",negatif
747,@TokopediaCare Dana sy belum balik dr desember sampe skr 😭,negatif
748,@nurikarw @TokopediaCare @sfrsaff @dianatrihhhh33 Amiin. Semoga berkah barokah kak 💕,positif
749,@TokopediaCare BALES DM WOY,negatif
750,"@TokopediaCare Wah hari terakhir nih, semoga aku beruntung, yuk teman-temanku, dukung diriku ini 💚 @sfrsaff @spesial_an @dianatrihhhh33 
https://t.co/y29psQtqlx",positif
751,"@TokopediaCare Halo Min mau tanya, saya order berkali-kali dan udah bayar dibatalkan terus via tokopedianya. Katanya ga memenuhi T&amp;C kenapa ya? padahal biasanya order lancar-lancar aja.",negatif
752,"RT @onyvio: @TokopediaCare Fast respon banget nih @TokopediaCare  💚luvvv💚 semua kendala cepat terselesaikan 🥰 Saranghaeyo 💚 
Bagi pengalama…",positif
753,"@SigitHaryadi46 @tokopedia @TokopediaCare Sepertinya @TokopediaCare tidak sanggup melakukannya....

Berdasarkan pengalaman, penipu Malah dikasih angin di @tokopedia supaya bisa menipu...",negatif
754,@tokopedia @TokopediaCare @tokopedia Tolong diblokir akun yang memakai verifikasi nomor handphone dari situs free SMS receiver. Mereka bikin pembelian fiktif dan bikin testimoni palsu untuk toko/barang tertentu yang nantinya untuk menggiring/menipu pembeli.,negatif
755,@TokopediaCare Thanks. Sehat selalu juga cs,positif
756,"Halo min @tokopedia @TokopediaCare 
Sekarang cara melihat detil pesanan (harga barang, ongkir, dll) pada transaksi berlangsung dimana ya? Kalau tokped versi yg dulu bisa dilihat di notifikasi https://t.co/P5v9Vyv6ko",negatif
757,@TokopediaCare Di DM twitter saya gak ada message apa2 ni. Isinya samankayak twit setelah ini atau gmn?,negatif
758,"@TokopediaCare halo.. kenapa ya kalau saya klik deskripsi, langsung frozen ngga bisa balik ke halaman pencarian. jd harus keluar apps dan refresh. ini setelah update apps",negatif
759,@TokopediaCare Makasih,positif
760,@TokopediaCare Bagaimana mengatur/menambahkan fasilitas packing kayu dari kurir/ekspedisi karena saya menjual produk elektronik yg rentan rusak jika tidak di packing kayu,netral
761,"@TokopediaCare Fast respon banget nih @TokopediaCare  💚luvvv💚 semua kendala cepat terselesaikan 🥰 Saranghaeyo 💚 wish me luck 💚
Bagi pengalamanmu juga yaa @Yusron_Angga @ilfsyah @_karizz_
#TokopediaCareAlwaysCare  #SahabatTerbaikToppers",positif
762,@TokopediaCare terlampir 10 transaksi terakhir ya. Bs dilihat bahwa top up sebesar 200 ribu blm msk,negatif
763,@herrysw @TokopediaCare ini twitternya om. Semoga cepet terselesaikan,positif
764,"@herrysw Mestinya sih @TokopediaCare sebagai platform jual-beli punya solusi utk hal ini, krn seller yg dikomplain menuntut lebih (bukti video) drpd fitur yg disediakan oleh @tokopedia yg sekedar gambar/photo. Semoga ada pembaruan aplikasi terkait hal ini.",negatif
765,"@TokopediaCare mau nanya, saya belanja komik di official toped storenya @gramediadotcom sebanyak 4 buku, tp yang sampai hanya 3. Di pembungkus paketnya ada tulisan refund salah satu buku maksudnya gimana ya?",netral
766,"Kecewa banget nih sama @sicepat_ekspres. Respon lama banget, ngabisin pulsa orang aja buat hubungin mereka via tlg. @TokopediaCare tlg dibantu. Saya sengaja pakai jasa 1 hari sampai, tapi barang sama malah rusak dan sya gak bisa pakai barangnya tepat waktu. https://t.co/kR2A17S3MK",negatif
767,"@TokopediaCare need help! 
Ada pengiriman paket pesanan saya (10000927868015) ada status sudah diterima pagi tadi, atas nama saya. Sementara saya blm terima sampai sekarang.",negatif
768,"@TokopediaCare Pelayanan @tokopediacare terbaik! Cepet banget responnya dalam mengatasi kegalauan Toppers 👏🏻 Thank you! 💚🤗 
Cerita juga yuk @Yusron_Angga @adah_elis @ilfsyah  #TokopediaCareAlwaysCare  #SahabatTerbaikToppers",positif
769,"@sicepat_ekspres halo admin, paket saya dari @tokopedia dengan nomer resi 000480586571 kenapa masih belum dikirim ke alamat saya ya?
padahal statusnya sudah tiba di Banjarmasin sejak kemarin...
admin @TokopediaCare juga mohon bantuannya ya?",negatif
770,@tokopedia @TokopediaCare ini kenapa ya statusnya udah di terima sama tetangga padahal saya ada di rumah. Tetangga mana juga gak tau karena udah nanya sama tetangga ga ada yg merasa menerima paket. Kurir @anteraja_id ngaco nih ah. Magabut bgt padahal saya ada di rumah seharian. https://t.co/saNDNVYyMU,negatif
771,@TokopediaCare ini kenapa ya? Koneksi wifi baik2 aja tu. https://t.co/aQPvgwLNdc,negatif
772,@TokopediaCare Ih mimin cenayang ya,positif
773,yok bisa yok semakin didepan biar seller merch kpop pindah @TokopediaCare @tokopedia https://t.co/QXjf8NdDDm,positif
774,kakk cek dm @TokopediaCare,netral
775,"@TokopediaCare 2x transaksi, dan di batalin dan saldo belum refund belum masuk, tolong di bantu https://t.co/rjC7o0AuNf",negatif
776,@TokopediaCare halo saya mau melakukan penarikan dana kenapa gagal ya https://t.co/k0mHYXkiei,negatif
777,"Admin, cek DM @TokopediaCare",netral
778,Ternyata orang #tegal banyak juga yg pake @tokopedia lhoooo @TokopediaCare  aku juga punya walaupun belum laku laku… https://t.co/BYrQwv6QhW,positif
779,"@TokopediaCare E-mail nya sudah sampe min, delay aja ternyata.",positif
780,Min @TokopediaCare boleh cek dmnya,netral
781,"@TokopediaCare pesanan dgn no resi @JNECare CM06292073147 sdh sampai, knp di app @tokopedia blm dinyatakan sampai? https://t.co/3tnAeLQ188",negatif
782,@TokopediaCare minnnnnn ayok bikin aku menangin lightsticknya exo plisssssss. Nama ig aku @meitaanisaf,netral
783,@TokopediaCare untuk bukti pembayaran samsat Jabar udah ga dikirim ke email lagi ya kaya sebelumnya?,netral
784,@TokopediaCare  @tokopedia  min ganti expedisi gimana biar bisa jne yes soal nya pilihan nya gak ada,netral
785,"@TokopediaCare min, kalo mau nanya2 ke admin gimana caranya? Di app tokped tidak ada. 
Tulisannya begitu tp gimana… https://t.co/s2z2fqU9wA",netral
786,"@TokopediaCare Klo yg ini gimana min?? chat ga dibales, udah 5 hari ga nyampe2.... https://t.co/Y5lnTLldYz",negatif
787,@TokopediaCare cek DM min,netral
788,@TokopediaCare Min penarikan dari saldo tokped ke rekening BCA berapa lama yaa?,netral
789,@TokopediaCare Tolong cek DM ya,netral
790,@TokopediaCare cek dm min,netral
791,"haallloooo apa kau di sana?? @TokopediaCare 
pertanyaanku di twit sebelumnya tidak dijawab nih 🙂",negatif
792,"Ini kenapa sih? Baru mau nyoba pake Tokopedia tapi gabisa pake bebas ongkirnya juga :( 
Min tolong min… https://t.co/4vbbFXQBU5",negatif
793,"@TokopediaCare siap min, ditunggu yaa",positif
794,@TokopediaCare ini dh byar tp g msk pls bantuin😭 https://t.co/aRsWTe817C,negatif
795,"@TokopediaCare akses laman seller kok lambat banget ya dari semalam?
 mau lihat orderan ga kebuka2",negatif
796,"@anteraja_id  @TokopediaCare 
1-000-107-484-6192 sudah 9 hari dari pickup tapi belum ada kejelasan. Sudah berkali-k… https://t.co/XEPUQCJE8O",negatif
797,"Kapok ngisi pulsa di @tokopedia @TokopediaCare. Udah mahal ga masuk2, tolong buat sistem 3 menit ga masuk auto refund",negatif
798,"Cc @tokopedia @TokopediaCare di tempat sy sicepat juga paling cepet, karena kurirnya banyak dan rajin2. Ga kaya ant… https://t.co/OOytPrqPFS",negatif
799,"@TokopediaCare Sudah dikembalikan kak, Terima kasih hihi",positif
800,@TokopediaCare Ko di app tokped blm berubah sttusnya,negatif
801,@txtdarionlshop @TokopediaCare @tokopedia e-commerce anti kritik2 dan selalu benar,negatif
802,@TokopediaCare tolong dibantu min pulsaku belum masukkk,negatif
803,"yg kek gini bisa dicancel gak sih??
udah lewat dua hari dr tgl pemesanan,. barang gak dikirim² 😠
kacau banget, pada… https://t.co/8s93I3PTu2",negatif
804,"@TokopediaCare Ok Kak, udah saya reply...",positif
805,@TokopediaCare @medailledorc bacodd asuu gw juga gtu ga di tanggepin sm cs nya,negatif
806,"Malam min @TokopediaCare @tokopedia
Mau minta solusinya dongs
Kenapa saya tidak bisa menggunakan tokopoint saya ya… https://t.co/HO1owvPM6o",negatif
807,"Kok gini terus sih? Aelah ga jelas banget, katanya udah diinvestigasi? Katanya udah normal? Mau ngejar diamond jadi… https://t.co/sUiXBAMyrd",negatif
808,"@TokopediaCare hai min.. gimana cara gabungin 2 akun tokped yah? Akun pertama ada no hape aq, akun yg kedua ada ema… https://t.co/1BMnRBsGXB",netral
809,@TokopediaCare Sudah Saya balas ya dm ny,positif
810,@tokopedia @TokopediaCare kenapa penyelesaian komplain sy dari admin yg satubke admin yg lain berbeda. Admin choki… https://t.co/nPZCmis3Ld,negatif
811,@TokopediaCare haloo.. kok aku refund blm masuk ke rekening ya 😔😔,negatif
812,@TokopediaCare Dm nya gak ada :(,negatif
813,@TokopediaCare No resi.000492210761 lama banget tanggal 19-23 kelamaan bosss,negatif
814,"@TokopediaCare Sebenernya nama kalian udah dikenal luas loh sampe luar, program wib show udah bagus bisa bikin nama… https://t.co/nBeHWLe9HA",positif
815,"hati"" guys belanja di @tokopedia ada seller official tapi tipu"" namanya sajun electronic. kirim produk rusak dan ga… https://t.co/8jN3YmDSx2",negatif
816,@mvpfiz @babyskyy13 @TokopediaCare Apakah udh bisa isi ulasan?,netral
817,@TokopediaCare ini knp ya dr sore begini? Pake wifi / mibile network tetep aja.. buka aplikasi yg lain aman.. https://t.co/E0xKjdIW91,negatif
818,@TokopediaCare Masih belum ada DMnya,negatif
819,"@TokopediaCare tolong di benahi lagi tentang potongan vouchernya, sy harap ini terakhir kali saya mention buruk tentang tokopedia",negatif
820,@TokopediaCare halo blum ada masuk apapun di DM saya,negatif
821,"@TokopediaCare kenapa dm sy ga dibales??
ngasih promo emg ga niat apa gmn",negatif
822,@TokopediaCare Min.. saldo saya belum dicairkan ke rekening.. apa bisa dibantu berikan solusinya?,negatif
823,"Gan @TokopediaCare ini gimana kok dari kemarin kayak gini. Jaringanku normal, aplikasi pun sudah yg terbaru, sudah… https://t.co/W1WAAwtncv",negatif
824,"@TokopediaCare  halo min, pesanan saya dgn invoice INV/20210412/MPL/1165683734 kok udah 2 hari gagal terus terkirim ya?",negatif
825,@TokopediaCare @tokopedia Pertama bulan ramadan tega banget tokoku di moderasi .. sakit bnget,negatif
826,@TokopediaCare Belum ada pesan kakaaak 🙄,negatif
827,"@txtdarionlshop Klo begal duit org cepet, giliran ginian diem2 bae @tokopedia @TokopediaCare",negatif
828,"Daritadi pagi apps @TokopediaCare gabisa dibuka. Akhirnya uninstall trus playstore nya jg gabisa dibuka dong, apa salahkuuuu 🥲",negatif
829,@TokopediaCare Makasii,positif
830,@TokopediaCare Kaga ada masuk,negatif
831,RT @MediaKonsumenID: Driver Grab Membawa Barang Pesanan dan Menyelesaikan Order Tanpa Saya Terima Barangnya - https://t.co/c9qlEQUh75 CC @G…,negatif
832,@TokopediaCare Terima kasih banyak infonya Minto 💚,positif
833,@TokopediaCare Mohon bantuannya dana tertahan oleh tokopedia karena terduga pelanggaran s&amp;k. Bagaimana supaya bisa dicairkan?,negatif
834,"@TokopediaCare bagian akun di kanan bawah di ganti official store, lalu kalau mau cek akun dimana min, riwayat transaksi, dll",netral
835,@TokopediaCare min cek dm,netral
836,Bestie @TokopediaCare ini cashbacknya sekarang udah ga ke ovo points lagi kah? 😩 https://t.co/pHjAD1VNKi,netral
837,@TokopediaCare min cek dm yaaa,netral
838,@TokopediaCare Pesan bantuan tokopedia care tidak respon dari kemarin. Pertama di chat nda pernah dibalas dari Kami… https://t.co/LBMOD29K3l,negatif
839,@TokopediaCare WOY ANJING CS TOKPED NAMA ANDRI  DAN CHAN LU GAWE APA ANJING LU BISA BERSIKAP SECARA ADIL KAGAK BANGSAT,negatif
840,"@TokopediaCare @hotxupid Yang dibales kok yang cakep2 semua min, hey!",negatif
841,@TokopediaCare GILA KALI CS TOKPED NAHAN DUIT ORANG MISKIN BUKANNYA TOKPED MAMPU SIARAN DITV MASIH AJA UANG SELLER… ,
842,negatif,
843,"@TokopediaCare PARAH SIH GUE MERASA GA DIADILIN DENGAN BAIK NI KAWAN HATI HATI CS NYA PADA BANGSAT ,,UANG LU SENDIR… https://t.co/s3qiCEOnLa",negatif
844,@TokopediaCare @ay_siap Cek dm dong admin,netral
845,@TokopediaCare makasih minn,positif
846,@TokopediaCare min komplain atas INV/20210329/MPL/1134487214 kok ga kelar2 ya urusannya udah seminggu??,negatif
847,@tokopedia Cek DM dari aku dong kak @TokopediaCare @tokopedia,netral
848,"@TokopediaCare halo, saya beli token pln via tokopedia tp sampai skg belum dapat kode stroom pln nya ya, statusnya… https://t.co/HmsqIuIrPO",negatif
849,@TokopediaCare Pengen bgt punya lightStick 🙃 bisa menah kah? Gk tau klo gk nyoba bismilah aja udah semoga ya semoga… https://t.co/CHRn9fiqti,netral
850,@TokopediaCare belom ada,negatif
851,"@TokopediaCare halo min. mau tanya, untuk promo ini ada batasan penggunaannya kah per akun? atau unlimited selama k… https://t.co/jRBPjgA4vM",netral
852,@TokopediaCare Pembayara dengan metode BRI Ceria kapan bisa aktif kembali ?,netral
853,"@TokopediaCare @tokopedia Alah boong, saya dm ga di bales bales, mention ga di gubris, yg baru mention malah di respon. Parah banget👎🏼",negatif
854,"@TokopediaCare Mau tanya dong.. Saya mau tarik saldo tapi statusnya ""hold""? Itu bagaimana ya?",netral
855,@TokopediaCare Baca dm min,netral
856,@TokopediaCare cek DM kak,netral
857,Min @TokopediaCare cek DM dong,netral
858,@TokopediaCare cek dm kak,netral
859,@TokopediaCare min saya ga suka UI baru app tokoped. GA USER FRIENDLY BANGET SIH!!!! BALIKIN AJA UI LAMA LO!! MASA… ,
860,negatif,
861,@TokopediaCare mohon dibantu min,netral
862,"@TokopediaCare 
Halo min , akun prakerja Saya sudah dari Gelombang 7 sertifikatnya belum muncul didashboard prakerj… https://t.co/rO06GluZMR",negatif
863,@TokopediaCare Udah ikutann donggg,positif
864,@TokopediaCare Cek DM dong,netral
865,"@TokopediaCare Halo kak saya sebagai seller salah input resi, dan ingin membatalkan pesanan. Bagaimana ya? Tulisann… 
https://t.co/cIa0T75W4D",netral
866,"@TokopediaCare hallo min, bisa cek dm?",netral
867,"Hai kalian berdua kenapa harga pulsa 75 jadi naik ya?????????
Bukannya harga dari operator dibawah harga pasar ya..… https://t.co/CN57ZbZC1U",negatif
868,@tokopedia @TokopediaCare mungkin kah kembalikan tampilan app seperti sebelumnya? Tidak efisien...,negatif
869,"@TokopediaCare min tokpedku kok dari minggu lalu gabisa dibuka ya, mau cari barang juga gabisa",negatif
870,@TokopediaCare cek DM bos,netral
871,"@TokopediaCare Halo min, mau tanya, klo mau liat history pemesanan tiket kereta dimana ya? Saya sudah bayar pake vi… https://t.co/yslUPExXS9",netral
872,Cek dm min @TokopediaCare cc: @tokopedia,netral
873,"RT @gibranteoteo: @TokopediaCare min, saya kok beli pulsa @Telkomsel gagal terus udah 3x? Kenapa nih",negatif
874,"@TokopediaCare ini kenapa abis update, ga bisa kirim pesan ke seller di aplikasi? 😡 katro amat!",negatif
875,@TokopediaCare cek dm yaaa,netral
876,@TokopediaCare min cek dm yaa,netral
877,@TokopediaCare min cek DM,netral
878,@TokopediaCare halo min cek dm ya,netral
879,"@TokopediaCare min, saya kok beli pulsa @Telkomsel gagal terus udah 3x? Kenapa nih",negatif
880,@TokopediaCare cek dm min,netral
881,"@TokopediaCare Kak dipsy tolong cek dm lagi ya ka, makasih informasi sebelumnyaa",positif
882,"@TokopediaCare halloo tokped, di cek lagi ya DMnya.. terimakasih sebelumnya",positif
883,@TokopediaCare cek dm ya ka,netral
884,@pln_123 @TokopediaCare bagaimana cara mendapatkan kode voucher nya?,netral
885,@TokopediaCare minta tolong dipusat resolusi saya ada minta pengembalian selisih ongkos kirim INV/20210408/MPL/1158943216,netral
886,@TokopediaCare Gimana cranya belanja bayar dengan saldo yh ada di toko pedia,netral
887,@TokopediaCare pagi admin... Mau bertanya untuk pengurusan klaim asuransi ttg proteksi tagihan itu berapa lama yah?… https://t.co/n1ymLupx2T,netral
888,@TokopediaCare gimana cara input resi @PosIndonesia yg lebih dari 17 karakter ?,netral
889,@TokopediaCare Sudah dibalas ya,positif
890,@TokopediaCare Terima kasih.,positif
891,"@TokopediaCare Min, cek dm ya",netral
892,"@TokopediaCare @fcknsht_ MIn, tolong baca dm.",netral
893,@TokopediaCare Baca DM ya min,netral
894,@TokopediaCare Cara update saldo tokopedia tanpa membeli apa-apa gimana ya?,netral
895,"@TokopediaCare Sekalian cek ig ecommurz tuh, biar tau survey tentang UI terbaru gimana ~~",negatif
896,"@TokopediaCare baru pertama pake tokped nih min, tadi saya pilih metode pembayaran alfamart tapi ingin diubah menja… https://t.co/3gQMhW53Ue",netral
897,Min kenapa sy tiba2 dpt email bergabung tokopedia padahal sy sudah mendaftarkan email saya sejak lama dan dari nama… https://t.co/l1eeAGDBAI,netral
898,@TokopediaCare tetap tidak ada penjelasan pesanan saya hilang dimana,negatif
899,Halo @TokopediaCare untuk pengembalian dana berapa lama ya ? https://t.co/uftA007Gws,netral
900,"@TokopediaCare @supermomo Andai Pemerintah kayak Tokopedia, cepat tanggap menerima saran netizen",positif
901,@TokopediaCare min kok tombol “send” di chat seller ga berfungsi ya? diteken ga nge send,negatif
902,@TokopediaCare Tidak bisa nyampai barangnya?,negatif
903,@TokopediaCare Udah saya reply DM nya kaka,positif
904,"@TokopediaCare kok saya gabisa beli pelatihan ya, error mulu",negatif
905,@TokopediaCare Inovasi apa si min? User journeynya makin rumit gitu. Nyari saldo aja ampe ke dalem bgt gitu. Mau ke… https://t.co/ZZuGIdYb91,negatif
906,"@TokopediaCare bos ini gimana udh beli pulsa di tokped gamasuk transaksi gagal, tapi uang di rekening udh kepotong",negatif
907,@TokopediaCare MINN FESTIVAL TUKAR TAMBAH TOKOPEDIA KAPAN ADA LAGI???? Ada setiap apa,netral
908,"@TokopediaCare halo min, aplikasi tokopedia di hape saya kok error ya, katanua koneksi terputus pdahal aplikasi lain lancar2 aja",negatif
909,"@TokopediaCare woy min, gw beli pulsa napa gagal mulu yak
Padahal hari ini gw udah puasa -.-",negatif
910,@TokopediaCare cara aktifin notif kalo toko favorit kita upload barang baru gimana?,netral
911,"@TokopediaCare ini bagaimana min? ngasih voucher pulsa, tapi gabisa dipake, alias gagal mulu, why? https://t.co/Hlh1hjqFOs",negatif
912,"@TokopediaCare tolong diproses ini saya selalu ditolak, mau login jadi ga bisa",negatif
913,"@TokopediaCare ngaco nih apps nya, udah pilih tagihan paskabayar listrik balik lg menunya ke token listrik. Coba benerin donk",negatif
914,@TokopediaCare Cek DM min,netral
915,.@TokopediaCare cek dm min,netral
916,@TokopediaCare Min. Bukan pembayarannya. Pas loading mau cek tagihan malah gabsa sama sekali. Alesannya lg banyak a… https://t.co/LRvjiSettD,negatif
917,@TokopediaCare halooooo gimana ini saya mau ajukan komplain aja gak bisa? pesanan saya menggantung nih gara2… https://t.co/6LX7yIt2wF,negatif
918,@TokopediaCare kak gimana sih?  Katanya suruh cek dm tapi kakak gak kirim dm. Saya dm malah gak di bales. Bagaimana ini doraaa???,negatif
919,@TokopediaCare sekarang gratis ongkir tokopedia pake Anteraja ya min bukan Sicepat lg? Lama euy nyampenya kalo pake Anteraja,negatif
920,@TokopediaCare cek DM ya min,netral
921,"@TokopediaCare Oke mintoo, maaciw😘",positif
922,@TokopediaCare min cek dm saya yaa..,netral
923,@TokopediaCare cek Dm ya min😉,netral
924,"@TokopediaCare halo sy mau bertanya, kok saya ga bisa beli paket data ya?",negatif
925,"@TokopediaCare Makin ke sini, produk pesanan di tokped sering bermasalah.
Kali ini terima barang dlm kondisi rusak.… https://t.co/C0sdkzaky3",negatif
926,"@HudaAuliaR @TokopediaCare @OvoPayment @tokopedia Solusinya tetep sama, uninstall apk dan re-login. Aku tadi tuh sa… https://t.co/H9gDz1hoJT",negatif
927,"Halo @TokopediaCare sy membayar  tagihan internet pd tgl 6 april lewat tokopedia, tp smp skrg pihak firstmedia blm terima pembayarannya?",negatif
928,@TokopediaCare Woke thankyu min,positif
929,"Mimin @tokopedia @TokopediaCare 
Kapan pembelian pulsanya di proses?
Masih belum masuk saja https://t.co/hjs05WdrQ2",negatif
930,@TokopediaCare hallo kak mohon cek DM,netral
931,@TokopediaCare minn cek dm,netral
932,@TokopediaCare udah minto,positif
933,"@TokopediaCare Ngeri sama tokopedia, saldo penjualan sy dipotong dua kali lipat dari yg seharusnya. Komplain dari M… https://t.co/rdGBE0e3pZ",negatif
934,"@TokopediaCare TUMBEN BANGETTT ISI PULSA DI TOPED LAMA MASUKNYA
75RB WOY",negatif
935,@TokopediaCare Syudah sy baless,positif
936,"@TokopediaCare jasa kirimnya  bisa dimunculkan kah, supaya tahu namanya",netral
937,@TokopediaCare @TokopediaCare Baru kali ini saya kecewa sama tokopedia karena uang saldo penjualan saya belum masuk… https://t.co/gNSXdJXSq4,negatif
938,@TokopediaCare @anteraja_id 10001106758167 knp anter aja sameday di ganti2 kurir nya..jam segini blm di ambil..,negatif
939,Saya membayar lebih untuk pengiriman lebih cepat tapi sudah hampir 5 jam gak dikirim. Jawaban penjual se enak nya d… https://t.co/AS31wdMQi7,negatif
940,@TokopediaCare cek dm saya,netral
941,@TokopediaCare Aminnn makasih ya 🙏🤧,positif
942,@TokopediaCare Yang jawab robot apa cs min ? Jawaban nya std,negatif
943,@TokopediaCare Cek DM min,netral
944,@TokopediaCare @HaloBCA kenapa ya mau transaksi di tokped by debet mastercard pas dimintain otp gaada otp masuk ter… https://t.co/U9KSACHfGj,negatif
945,@TokopediaCare Baca DM min,netral
946,"@TokopediaCare Sudah, silakan dicek.",positif
947,"Tokopedia bisa bantu gak ganti input resi pengiriman 
Aku dh live chat ga dbalas sama sekali dan tulis kendala isin… https://t.co/w5M3eHzQkD",negatif
948,@TokopediaCare Hallo min sdh saya chat lg yaa,positif
949,@tokopedia @tokopediacare ini kenapa sih setelah di install (seperti permintaan kalian) malah jadi gabisa chat?! Te… https://t.co/eYkqT2OohA,negatif
950,@TokopediaCare Hadeh tokped kenapa error gini ga jelas pilihan pembayaran ga ada yg bisa diklik,negatif
951,@TokopediaCare Shiapppp min,positif
952,@TokopediaCare kenapa penarikan dana saya tertahan? sampe sekarang blm masuk ke rekening,negatif
953,"@TokopediaCare Kak, paket ga ada tp dibilang sdh sampai :(",negatif
954,"@TokopediaCare setelah update aplikasi, alamat berubah2 terus padahal sudah set alamat utama dan order terakhir jug… https://t.co/KKcmQZ8ktz",negatif
955,"@TokopediaCare @tokopedia haloo..
Apakah cashback tokopoint akan menggantikan cashback ovo point kedepannya?",netral
956,"Gegara terjadi kendala saat menggunakan point mulu nih, aku ga bisa melakukan pembayaran dengan menggunakan saldo… https://t.co/IJTZKKiN3l",negatif
957,@TokopediaCare Tolong cek DM,netral
958,"@TokopediaCare min kalo belanja pake voucher tapi gk dikonfirmasi sama seller, vouchernya hangus gk?",netral
959,"@TokopediaCare 
Mohon atensi nya TJC1241037242054 (JNE) barang belum di terima",negatif
960,min tolong dong ini tiap mau pembayaran suka ke refresh sendiri tu kenapa si? saya capek banget masukin no rek nya @TokopediaCare,negatif
961,@TokopediaCare Kapan opsi pembayaran lewat BSI (Bank Syariah Indonesia) ada min?,netral
962,"@TokopediaCare Okay, sudah dikirim via dm min",positif
963,@TokopediaCare kapan kira-kira fitur pilihan paket dikirim jam kerja diimplementasikan?,netral
964,@TokopediaCare min aku ko ga bisa daftar tokped ya padahal no hp nya sudah bener 😭💔 https://t.co/6PkVuoQ4Ff,negatif
965,"@TokopediaCare hallo min, transaksi saya dibatalkan oleh tokped, tapi ko dana saya belum direfund ya?",negatif
966,"@TokopediaCare pagi min, semalam saya transaksi di tokped pakai mandiri banking terdebet dua kali karena ada eror d… https://t.co/aNgU7zANpn",negatif
967,"@TokopediaCare kena ga bs masuk ya min dr kemarin, padahal yg toped seller lancar2 aja. Diuodate malah ga bs log in https://t.co/t8h3cFYuPG",negatif
968,@TokopediaCare Gak ada dm kak,negatif
969,@TokopediaCare cek DM ya min 🙏,netral
970,"@TokopediaCare tolong dong, saya ga bisa login gara2 no hp saya ganti. Udh upload kartu identitas, 2x, tapi gagal terus",negatif
971,"@TokopediaCare akun yg di IG cuma akun sampah, gak ada manfaat buat pelanggan",negatif
972,@TokopediaCare cek dm ya min,netral
973,"Halo @TokopediaCare 
Sejak tanggal 7 April barang belanjaan saya ga bergerak dari Gateway Jakarta. Sampai kapan bar… https://t.co/xa04ZkWeVv",negatif
974,@TokopediaCare Hai tokopedia? gimana cara claim asuransi biaya proteksi produk salah satu barang yang saya beli dari tokopedia?,netral
975,"min @TokopediaCare tolong dong min, paketku status nya delivered, diterima oleh aziz. tp aziz siapa??? gwa ga perna… https://t.co/vJuUPR77r7",negatif
976,"Hell-Ooo @sicepat_ekspres kenapa jadi siLELET begini.. jangan alasan banyak pengiriman masih numpuk di gudang, kali… https://t.co/HUOmzQ5oCm",negatif
